state, action, reward
0.864;0.0133;0.5467;0.44;0.0007;0.0273;0.022,75;80;70,0.864
1.164;0.0935;0.4953;0.4112;0.0067;0.0353;0.0293,65;75;110,0.924
0.804;0.0;0.5294;0.4706;0.0;0.03;0.0267,105;75;100,0.924
0.924;0.0654;0.486;0.4486;0.0047;0.0347;0.032,115;90;95,0.888
0.888;0.1091;0.4727;0.4182;0.008;0.0347;0.0307,55;50;50,0.756
1.056;0.0568;0.4432;0.5;0.0033;0.026;0.0293,50;100;100,0.984
1.056;0.1495;0.4486;0.4019;0.0107;0.032;0.0287,105;35;75,0.792
1.02;0.0263;0.4868;0.4868;0.0013;0.0247;0.0247,50;120;65,0.96
0.888;0.0137;0.4521;0.5342;0.0007;0.022;0.026,40;105;115,0.936
1.104;0.0505;0.4848;0.4646;0.0033;0.032;0.0307,115;60;75,1.032
0.648;0.0133;0.52;0.4667;0.0007;0.026;0.0233,115;110;95,0.876
0.912;0.0513;0.5128;0.4359;0.0027;0.0267;0.0227,30;115;95,0.996
0.78;0.0411;0.4795;0.4795;0.002;0.0233;0.0233,75;55;120,0.888
0.984;0.0349;0.4651;0.5;0.002;0.0267;0.0287,75;100;75,0.888
0.708;0.0;0.5152;0.4848;0.0;0.034;0.032,80;40;110,0.744
0.984;0.093;0.4496;0.4574;0.008;0.0387;0.0393,90;75;100,0.78
0.972;0.0118;0.4941;0.4941;0.0007;0.028;0.028,30;45;70,0.936
0.972;0.0213;0.5213;0.4574;0.0013;0.0327;0.0287,30;120;80,0.876
0.876;0.0;0.5185;0.4815;0.0;0.028;0.026,100;50;60,0.828
0.852;0.0667;0.4556;0.4778;0.004;0.0273;0.0287,50;115;35,0.828
1.092;0.0521;0.5;0.4479;0.0033;0.032;0.0287,85;115;85,0.912
1.128;0.123;0.4344;0.4426;0.01;0.0353;0.036,50;115;115,0.816
1.092;0.0543;0.4783;0.4674;0.0033;0.0293;0.0287,110;85;95,0.948
0.48;0.0145;0.4493;0.5362;0.0007;0.0207;0.0247,80;35;105,0.84
1.14;0.0;0.5464;0.4536;0.0;0.0353;0.0293,80;35;110,1.008
1.068;0.0116;0.5233;0.4651;0.0007;0.03;0.0267,40;70;65,0.912
0.768;0.0;0.4805;0.5195;0.0;0.0247;0.0267,30;100;90,0.9
1.044;0.0476;0.5357;0.4167;0.0027;0.03;0.0233,30;65;70,0.936
0.552;0.0147;0.5;0.4853;0.0007;0.0227;0.022,100;105;50,0.864
1.14;0.0581;0.4767;0.4651;0.0033;0.0273;0.0267,115;110;105,0.864
1.068;0.0235;0.5294;0.4471;0.0013;0.03;0.0253,110;110;65,0.948
0.996;0.0783;0.4696;0.4522;0.006;0.036;0.0347,55;45;55,0.768
0.972;0.0617;0.4691;0.4691;0.0033;0.0253;0.0253,55;45;30,0.9
1.008;0.069;0.5287;0.4023;0.004;0.0307;0.0233,50;60;40,0.864
1.128;0.027;0.5225;0.4505;0.002;0.0387;0.0333,115;40;110,1.02
1.008;0.0;0.4756;0.5244;0.0;0.026;0.0287,75;105;85,0.876
0.756;0.0206;0.5052;0.4742;0.0013;0.0327;0.0307,100;60;100,0.9
1.032;0.0076;0.5038;0.4885;0.0007;0.044;0.0427,60;110;80,0.732
0.564;0.104;0.472;0.424;0.0087;0.0393;0.0353,50;105;70,0.756
1.056;0.0345;0.5172;0.4483;0.002;0.03;0.026,50;80;65,0.876
0.972;0.0238;0.5357;0.4405;0.0013;0.03;0.0247,65;40;35,0.9
0.756;0.0135;0.4865;0.5;0.0007;0.024;0.0247,85;50;40,0.912
1.104;0.0435;0.413;0.5435;0.0027;0.0253;0.0333,50;50;45,1.02
1.044;0.0482;0.4699;0.4819;0.0027;0.026;0.0267,120;40;115,0.948
1.044;0.0849;0.4528;0.4623;0.006;0.032;0.0327,90;80;95,0.744
0.996;0.0532;0.4894;0.4574;0.0033;0.0307;0.0287,95;80;35,0.816
1.044;0.0762;0.4952;0.4286;0.0053;0.0347;0.03,55;30;60,0.96
1.068;0.043;0.5161;0.4409;0.0027;0.032;0.0273,90;65;40,0.924
1.032;0.0167;0.4917;0.4917;0.0013;0.0393;0.0393,50;50;110,0.732
0.348;0.0362;0.5145;0.4493;0.0033;0.0473;0.0413,75;95;90,0.744
0.432;0.0;0.5067;0.4933;0.0;0.0253;0.0247,80;120;50,0.84
0.864;0.0115;0.5402;0.4483;0.0007;0.0313;0.026,75;65;95,0.936
0.912;0.023;0.5172;0.4598;0.0013;0.03;0.0267,70;50;50,0.96
0.912;0.0267;0.52;0.4533;0.0013;0.026;0.0227,110;115;55,0.888
0.936;0.0118;0.5059;0.4824;0.0007;0.0287;0.0273,90;35;115,0.864
0.888;0.0125;0.5;0.4875;0.0007;0.0267;0.026,55;60;105,0.9
0.804;0.0;0.5294;0.4706;0.0;0.03;0.0267,55;110;40,0.864
0.864;0.0465;0.5;0.4535;0.0027;0.0287;0.026,45;40;70,0.78
1.008;0.0256;0.4872;0.4872;0.0013;0.0253;0.0253,95;105;95,0.924
1.116;0.0778;0.4889;0.4333;0.0047;0.0293;0.026,110;75;105,1.044
0.768;0.0;0.5169;0.4831;0.0;0.0407;0.038,85;90;60,0.804
0.18;0.0141;0.4648;0.5211;0.0007;0.022;0.0247,40;115;120,0.816
1.044;0.0;0.5056;0.4944;0.0;0.03;0.0293,40;60;90,0.984
1.14;0.0333;0.4833;0.4833;0.004;0.058;0.058,100;110;110,0.756
0.312;0.0857;0.45;0.4643;0.008;0.042;0.0433,115;55;70,0.756
1.056;0.0494;0.5062;0.4444;0.0027;0.0273;0.024,50;45;80,0.9
0.36;0.0;0.5;0.5;0.0;0.022;0.022,105;95;95,0.816
0.948;0.0102;0.5102;0.4796;0.0007;0.0333;0.0313,70;110;105,0.996
1.068;0.0;0.4945;0.5055;0.0;0.03;0.0307,95;40;65,0.864
0.288;0.0;0.4857;0.5143;0.0;0.0227;0.024,65;105;50,0.852
1.056;0.0426;0.5213;0.4362;0.0027;0.0327;0.0273,75;50;65,0.948
1.02;0.0;0.5165;0.4835;0.0;0.0313;0.0293,70;30;85,0.984
1.044;0.0122;0.4634;0.5244;0.0007;0.0253;0.0287,110;105;55,0.936
1.056;0.0515;0.5155;0.433;0.0033;0.0333;0.028,85;115;80,0.996
0.864;0.0;0.5;0.5;0.0;0.0247;0.0247,80;105;110,0.876
0.924;0.0494;0.5556;0.3951;0.0027;0.03;0.0213,45;40;30,0.876
0.888;0.0;0.5584;0.4416;0.0;0.0287;0.0227,120;105;95,0.972
1.092;0.0562;0.5056;0.4382;0.0033;0.03;0.026,95;60;120,1.02
1.08;0.0217;0.4783;0.5;0.0013;0.0293;0.0307,120;110;120,0.9
0.864;0.026;0.5065;0.4675;0.0013;0.026;0.024,90;90;120,0.996
0.672;0.0118;0.5176;0.4706;0.0007;0.0293;0.0267,90;110;120,0.804
0.948;0.0316;0.5158;0.4526;0.002;0.0327;0.0287,45;50;95,0.888
0.696;0.029;0.5072;0.4638;0.0013;0.0233;0.0213,105;115;120,0.912
1.056;0.0495;0.5347;0.4158;0.0033;0.036;0.028,95;80;30,0.936
1.056;0.0978;0.4891;0.413;0.006;0.03;0.0253,45;110;115,0.96
0.948;0.0568;0.5341;0.4091;0.0033;0.0313;0.024,55;30;45,0.852
1.068;0.0444;0.4556;0.5;0.0027;0.0273;0.03,65;35;95,0.984
0.516;0.0139;0.4861;0.5;0.0007;0.0233;0.024,95;55;40,0.888
1.152;0.0439;0.5088;0.4474;0.0033;0.0387;0.034,120;80;65,0.948
0.384;0.0;0.5;0.5;0.0;0.022;0.022,65;105;70,0.924
0.936;0.0;0.4941;0.5059;0.0;0.028;0.0287,95;35;30,1.008
0.456;0.0;0.4375;0.5625;0.0;0.0233;0.03,85;70;80,0.912
0.564;0.0;0.4933;0.5067;0.0;0.0247;0.0253,35;35;65,0.924
1.056;0.0392;0.5;0.4608;0.0027;0.034;0.0313,80;70;35,0.9
0.336;0.0;0.4328;0.5672;0.0;0.0193;0.0253,80;45;90,0.852
0.912;0.0111;0.4889;0.5;0.0007;0.0293;0.03,110;70;45,0.948
1.116;0.0928;0.5052;0.4021;0.006;0.0327;0.026,120;90;90,0.948
0.924;0.0333;0.4667;0.5;0.002;0.028;0.03,100;30;60,0.9
1.08;0.093;0.4767;0.4302;0.0053;0.0273;0.0247,110;70;75,0.924
1.044;0.0312;0.5;0.4688;0.002;0.032;0.03,80;35;115,0.96
0.588;0.0;0.5342;0.4658;0.0;0.026;0.0227,120;50;55,0.792
1.128;0.0222;0.4778;0.5;0.0013;0.0287;0.03,115;65;120,0.936
0.492;0.0143;0.5143;0.4714;0.0007;0.024;0.022,70;30;35,0.816
1.116;0.075;0.5;0.425;0.004;0.0267;0.0227,30;75;115,0.888
1.032;0.0594;0.5446;0.396;0.004;0.0367;0.0267,70;60;115,0.876
1.008;0.025;0.5125;0.4625;0.0013;0.0273;0.0247,55;90;35,0.924
0.816;0.01;0.5;0.49;0.0007;0.0333;0.0327,120;70;90,0.9
0.816;0.0;0.5036;0.4964;0.0;0.046;0.0453,105;45;70,0.732
0.036;0.0682;0.5;0.4318;0.004;0.0293;0.0253,75;75;35,0.84
0.996;0.0118;0.5294;0.4588;0.0007;0.03;0.026,105;40;75,0.936
0.96;0.0326;0.4891;0.4783;0.002;0.03;0.0293,60;95;40,0.888
0.468;0.027;0.5;0.473;0.0013;0.0247;0.0233,75;30;30,0.828
1.14;0.0865;0.4423;0.4712;0.006;0.0307;0.0327,105;105;100,0.96
1.008;0.1333;0.475;0.3917;0.0107;0.038;0.0313,75;40;40,0.768
1.152;0.033;0.5055;0.4615;0.002;0.0307;0.028,95;70;105,0.888
0.384;0.0;0.5362;0.4638;0.0;0.0247;0.0213,110;60;55,0.96
0.996;0.0337;0.5506;0.4157;0.002;0.0327;0.0247,60;30;40,0.888
0.492;0.0;0.4865;0.5135;0.0;0.024;0.0253,100;35;105,0.804
0.768;0.0;0.4699;0.5301;0.0;0.026;0.0293,45;95;75,0.84
1.116;0.018;0.4595;0.5225;0.0013;0.034;0.0387,55;45;110,0.78
0.984;0.0238;0.4762;0.5;0.0013;0.0267;0.028,40;40;40,0.9
0.312;0.0;0.4559;0.5441;0.0;0.0207;0.0247,55;75;100,0.876
0.816;0.0233;0.5233;0.4535;0.0013;0.03;0.026,85;120;70,0.936
0.792;0.0125;0.5;0.4875;0.0007;0.0267;0.026,30;55;45,0.816
1.008;0.0127;0.5443;0.443;0.0007;0.0287;0.0233,35;70;110,0.9
1.008;0.0581;0.4419;0.5;0.0033;0.0253;0.0287,90;80;30,0.936
1.032;0.0556;0.5079;0.4365;0.0047;0.0427;0.0367,80;115;55,0.72
0.888;0.0423;0.4789;0.4789;0.002;0.0227;0.0227,105;105;30,0.864
1.2;0.0215;0.4839;0.4946;0.0013;0.03;0.0307,50;90;110,1.02
1.092;0.0991;0.5315;0.3694;0.0073;0.0393;0.0273,85;100;120,0.816
0.84;0.0149;0.4925;0.4925;0.0007;0.022;0.022,55;75;70,0.924
0.996;0.038;0.4937;0.4684;0.002;0.026;0.0247,45;35;100,0.936
1.032;0.0114;0.5114;0.4773;0.0007;0.03;0.028,95;30;90,0.948
1.02;0.0309;0.4742;0.4948;0.002;0.0307;0.032,100;40;35,0.888
0.468;0.0;0.4783;0.5217;0.0;0.022;0.024,80;80;100,0.888
0.864;0.011;0.5165;0.4725;0.0007;0.0313;0.0287,75;55;65,0.852
0.996;0.046;0.4943;0.4598;0.0027;0.0287;0.0267,85;35;75,0.924
0.42;0.0143;0.5;0.4857;0.0007;0.0233;0.0227,45;60;115,0.864
0.828;0.0135;0.4865;0.5;0.0007;0.024;0.0247,30;35;30,0.852
0.96;0.0991;0.4234;0.4775;0.0073;0.0313;0.0353,65;120;95,0.792
1.116;0.0105;0.5263;0.4632;0.0007;0.0333;0.0293,115;105;120,0.912
1.056;0.0241;0.494;0.4819;0.0013;0.0273;0.0267,75;40;60,0.984
0.684;0.0519;0.4675;0.4805;0.0027;0.024;0.0247,85;40;75,0.912
1.068;0.0667;0.4952;0.4381;0.0047;0.0347;0.0307,105;80;95,0.876
0.96;0.0132;0.5263;0.4605;0.0007;0.0267;0.0233,30;120;30,0.888
1.152;0.0104;0.4896;0.5;0.0007;0.0313;0.032,55;45;105,0.972
0.924;0.0116;0.4884;0.5;0.0007;0.028;0.0287,30;40;45,0.84
0.72;0.0286;0.5;0.4714;0.0013;0.0233;0.022,70;60;50,0.924
1.14;0.0222;0.5111;0.4667;0.002;0.046;0.042,120;75;60,0.816
0.852;0.0122;0.4756;0.5122;0.0007;0.026;0.028,65;55;105,0.948
0.9;0.0103;0.4948;0.4948;0.0007;0.032;0.032,65;45;50,0.84
0.552;0.0;0.5135;0.4865;0.0;0.0253;0.024,85;55;90,0.84
0.672;0.0;0.4557;0.5443;0.0;0.024;0.0287,55;65;105,0.792
1.068;0.0108;0.5161;0.4731;0.0007;0.032;0.0293,60;85;70,0.972
0.264;0.0;0.4857;0.5143;0.0;0.0227;0.024,65;55;35,0.84
0.84;0.0;0.5125;0.4875;0.0;0.0273;0.026,35;110;105,0.9
1.128;0.0841;0.514;0.4019;0.006;0.0367;0.0287,85;45;115,0.924
0.792;0.0125;0.4875;0.5;0.0007;0.026;0.0267,45;100;70,0.852
0.828;0.0267;0.4933;0.48;0.0013;0.0247;0.024,30;80;115,0.816
1.08;0.0638;0.5;0.4362;0.004;0.0313;0.0273,75;90;80,0.864
0.876;0.0263;0.4474;0.5263;0.0013;0.0227;0.0267,70;80;95,0.924
1.02;0.0488;0.5;0.4512;0.0027;0.0273;0.0247,70;30;100,0.936
1.104;0.0606;0.5051;0.4343;0.004;0.0333;0.0287,120;85;80,1.008
0.444;0.0;0.4857;0.5143;0.0;0.0227;0.024,55;75;40,0.756
1.128;0.01;0.52;0.47;0.0007;0.0347;0.0313,115;75;95,0.936
0.888;0.0444;0.4889;0.4667;0.0027;0.0293;0.028,55;65;40,0.948
1.128;0.0753;0.4624;0.4624;0.0047;0.0287;0.0287,80;75;105,0.948
1.044;0.0526;0.5;0.4474;0.0027;0.0253;0.0227,105;85;55,0.96
0.984;0.0361;0.4819;0.4819;0.002;0.0267;0.0267,115;45;100,0.828
0.564;0.0;0.5065;0.4935;0.0;0.026;0.0253,65;95;45,0.936
1.128;0.0625;0.4554;0.4821;0.0047;0.034;0.036,100;85;105,0.9
0.84;0.0595;0.4881;0.4524;0.0033;0.0273;0.0253,65;95;60,0.804
1.104;0.0273;0.4727;0.5;0.002;0.0347;0.0367,80;100;60,0.828
1.02;0.0613;0.4908;0.4479;0.0067;0.0533;0.0487,40;80;40,0.756
0.264;0.0;0.5147;0.4853;0.0;0.0233;0.022,70;85;85,0.9
1.02;0.044;0.5165;0.4396;0.0027;0.0313;0.0267,120;90;65,0.912
0.96;0.0;0.5357;0.4643;0.0;0.03;0.026,45;60;50,0.876
0.888;0.011;0.5385;0.4505;0.0007;0.0327;0.0273,35;30;40,0.792
0.516;0.0;0.4925;0.5075;0.0;0.022;0.0227,95;55;35,0.924
0.936;0.0494;0.4938;0.4568;0.0027;0.0267;0.0247,70;30;35,0.864
0.876;0.039;0.4675;0.4935;0.002;0.024;0.0253,85;115;110,0.84
0.984;0.0114;0.4886;0.5;0.0007;0.0287;0.0293,45;50;80,0.924
0.9;0.0263;0.4737;0.5;0.0013;0.024;0.0253,115;65;80,0.84
1.092;0.0909;0.4848;0.4242;0.006;0.032;0.028,85;40;85,0.924
1.008;0.0189;0.5;0.4811;0.0013;0.0353;0.034,45;80;40,0.84
0.336;0.0;0.4762;0.5238;0.0;0.02;0.022,65;65;50,0.84
1.032;0.0568;0.4545;0.4886;0.0033;0.0267;0.0287,100;35;115,0.924
1.14;0.0435;0.4783;0.4783;0.0033;0.0367;0.0367,60;75;115,0.816
1.008;0.0116;0.4767;0.5116;0.0007;0.0273;0.0293,85;45;45,0.9
0.66;0.0;0.4815;0.5185;0.0;0.026;0.028,75;120;105,0.936
0.888;0.1071;0.4911;0.4018;0.008;0.0367;0.03,45;100;40,0.792
0.96;0.0;0.5316;0.4684;0.0;0.028;0.0247,70;110;100,0.984
1.068;0.0538;0.4839;0.4624;0.0033;0.03;0.0287,100;45;60,0.864
0.912;0.0826;0.4312;0.4862;0.006;0.0313;0.0353,105;85;60,0.756
1.008;0.025;0.4875;0.4875;0.0013;0.026;0.026,35;50;55,0.888
1.068;0.0417;0.4896;0.4688;0.0027;0.0313;0.03,75;80;85,0.936
0.72;0.0569;0.4878;0.4553;0.0047;0.04;0.0373,95;70;85,0.828
0.996;0.0253;0.443;0.5316;0.0013;0.0233;0.028,95;30;65,0.96
1.092;0.0374;0.4673;0.4953;0.0027;0.0333;0.0353,50;55;35,0.828
0.96;0.0;0.5294;0.4706;0.0;0.03;0.0267,120;30;95,0.9
0.888;0.0128;0.5;0.4872;0.0007;0.026;0.0253,35;95;35,0.9
0.984;0.0543;0.5;0.4457;0.0033;0.0307;0.0273,50;115;60,0.924
0.624;0.0;0.5286;0.4714;0.0;0.0247;0.022,65;85;105,0.9
0.804;0.0;0.5067;0.4933;0.0;0.0253;0.0247,65;95;105,0.864
0.888;0.0361;0.506;0.4578;0.002;0.028;0.0253,50;30;90,0.864
1.056;0.0543;0.5217;0.4239;0.0033;0.032;0.026,60;55;85,0.936
1.044;0.0562;0.4944;0.4494;0.0033;0.0293;0.0267,90;30;85,0.936
1.008;0.0617;0.4938;0.4444;0.0033;0.0267;0.024,120;30;50,0.972
1.044;0.027;0.5315;0.4414;0.002;0.0393;0.0327,45;60;75,0.852
0.408;0.026;0.5195;0.4545;0.0013;0.0267;0.0233,95;35;110,0.768
1.152;0.0404;0.4747;0.4848;0.0027;0.0313;0.032,75;100;65,0.9
1.092;0.0602;0.4819;0.4578;0.0033;0.0267;0.0253,95;75;95,0.864
0.768;0.0488;0.5;0.4512;0.0027;0.0273;0.0247,90;95;65,0.912
1.068;0.0103;0.4948;0.4948;0.0007;0.032;0.032,95;55;65,0.924
0.768;0.0;0.5;0.5;0.0;0.026;0.026,65;110;45,0.984
1.176;0.0569;0.5041;0.439;0.0047;0.0413;0.036,70;105;115,0.876
0.228;0.0139;0.4444;0.5417;0.0007;0.0213;0.026,50;95;100,0.792
1.032;0.0118;0.4941;0.4941;0.0007;0.028;0.028,55;75;35,0.948
1.008;0.0235;0.4941;0.4824;0.0013;0.028;0.0273,40;110;50,0.948
1.14;0.0091;0.4818;0.5091;0.0007;0.0353;0.0373,75;95;105,0.936
0.9;0.0152;0.4924;0.4924;0.0013;0.0433;0.0433,85;95;110,0.756
0.036;0.0;0.5;0.5;0.0;0.024;0.024,115;85;30,0.84
1.008;0.0421;0.4842;0.4737;0.0027;0.0307;0.03,85;40;85,0.948
0.468;0.0;0.4478;0.5522;0.0;0.02;0.0247,115;55;55,0.78
0.996;0.025;0.5125;0.4625;0.0013;0.0273;0.0247,50;45;90,0.96
1.104;0.0714;0.5;0.4286;0.0047;0.0327;0.028,90;80;45,0.9
1.044;0.035;0.4965;0.4685;0.0033;0.0473;0.0447,55;40;55,0.732
0.204;0.0;0.5;0.5;0.0;0.0227;0.0227,40;75;115,0.912
0.972;0.0465;0.4767;0.4767;0.0027;0.0273;0.0273,75;50;70,1.02
1.032;0.1053;0.5053;0.3895;0.0067;0.032;0.0247,85;110;30,0.888
1.068;0.0396;0.5149;0.4455;0.0027;0.0347;0.03,100;115;55,0.948
1.116;0.0753;0.4731;0.4516;0.0047;0.0293;0.028,80;110;110,0.96
0.408;0.0143;0.4857;0.5;0.0007;0.0227;0.0233,35;105;105,0.78
1.032;0.0116;0.5349;0.4535;0.0007;0.0307;0.026,55;85;80,0.828
0.924;0.029;0.4783;0.4928;0.0013;0.022;0.0227,30;105;105,0.828
1.068;0.0353;0.5412;0.4235;0.002;0.0307;0.024,35;55;60,0.972
0.696;0.0274;0.4932;0.4795;0.0013;0.024;0.0233,75;120;45,0.852
0.864;0.0;0.5158;0.4842;0.0;0.0327;0.0307,70;105;110,0.888
1.02;0.0109;0.4783;0.5109;0.0007;0.0293;0.0313,70;30;115,0.84
1.164;0.0826;0.4862;0.4312;0.006;0.0353;0.0313,75;70;95,0.912
0.78;0.0132;0.4868;0.5;0.0007;0.0247;0.0253,50;60;35,0.912
0.936;0.012;0.506;0.4819;0.0007;0.028;0.0267,45;35;100,0.96
0.996;0.0947;0.5053;0.4;0.006;0.032;0.0253,105;100;55,0.756
1.092;0.023;0.4483;0.5287;0.0013;0.026;0.0307,100;120;105,0.924
0.936;0.0215;0.5376;0.4409;0.0013;0.0333;0.0273,90;120;105,0.9
0.84;0.0917;0.475;0.4333;0.0073;0.038;0.0347,105;70;120,0.744
1.044;0.0366;0.5244;0.439;0.002;0.0287;0.024,45;55;70,0.888
0.792;0.0;0.5342;0.4658;0.0;0.026;0.0227,80;70;80,0.888
1.08;0.0;0.5217;0.4783;0.0;0.032;0.0293,120;55;115,1.02
0.6;0.0133;0.4933;0.4933;0.0007;0.0247;0.0247,120;65;110,0.876
1.044;0.0755;0.4811;0.4434;0.0053;0.034;0.0313,80;105;115,0.936
1.092;0.0341;0.5114;0.4545;0.002;0.03;0.0267,55;70;120,0.924
0.528;0.0145;0.4783;0.5072;0.0007;0.022;0.0233,35;65;90,0.888
1.092;0.0777;0.4757;0.4466;0.0053;0.0327;0.0307,90;75;40,0.972
0.984;0.038;0.5316;0.4304;0.002;0.028;0.0227,105;65;50,0.924
1.032;0.026;0.4935;0.4805;0.0013;0.0253;0.0247,55;85;95,1.068
0.732;0.0435;0.4638;0.4928;0.002;0.0213;0.0227,40;70;90,0.912
1.116;0.0192;0.5865;0.3942;0.0013;0.0407;0.0273,40;100;110,0.924
1.056;0.0;0.5357;0.4643;0.0;0.03;0.026,55;105;55,1.02
0.576;0.0;0.5;0.5;0.0;0.0293;0.0293,65;60;35,0.828
0.828;0.0;0.5341;0.4659;0.0;0.0313;0.0273,65;40;120,0.948
0.924;0.0118;0.4824;0.5059;0.0007;0.0273;0.0287,50;40;105,0.924
1.02;0.11;0.42;0.47;0.0073;0.028;0.0313,95;65;60,0.792
1.116;0.0841;0.5047;0.4112;0.006;0.036;0.0293,100;120;95,0.9
0.552;0.0109;0.5217;0.4674;0.0007;0.032;0.0287,115;100;40,0.816
0.408;0.0145;0.4638;0.5217;0.0007;0.0213;0.024,40;85;85,0.828
0.78;0.0;0.5119;0.4881;0.0;0.0287;0.0273,45;65;100,0.84
1.14;0.0545;0.4727;0.4727;0.004;0.0347;0.0347,80;50;70,0.9
1.068;0.0385;0.5128;0.4487;0.002;0.0267;0.0233,85;75;110,0.96
0.864;0.0353;0.5176;0.4471;0.002;0.0293;0.0253,60;45;35,0.924
1.02;0.0761;0.4891;0.4348;0.0047;0.03;0.0267,45;30;80,0.924
1.092;0.0435;0.4674;0.4891;0.0027;0.0287;0.03,65;70;60,0.948
0.816;0.0143;0.5;0.4857;0.0007;0.0233;0.0227,45;60;90,0.84
1.068;0.0396;0.4752;0.4851;0.0027;0.032;0.0327,80;75;65,0.96
0.708;0.0;0.5135;0.4865;0.0;0.0253;0.024,115;55;110,0.756
1.068;0.0392;0.5098;0.451;0.0027;0.0347;0.0307,85;75;50,0.924
1.056;0.011;0.5275;0.4615;0.0007;0.032;0.028,120;70;120,0.924
0.948;0.0421;0.4632;0.4947;0.0027;0.0293;0.0313,75;85;70,0.912
1.08;0.102;0.4286;0.4694;0.0067;0.028;0.0307,100;65;45,0.876
0.516;0.0;0.4769;0.5231;0.0;0.0207;0.0227,60;100;30,0.852
0.852;0.012;0.506;0.4819;0.0007;0.028;0.0267,75;115;60,0.96
0.552;0.0;0.4857;0.5143;0.0;0.0227;0.024,95;55;35,0.948
0.936;0.0123;0.5062;0.4815;0.0007;0.0273;0.026,50;60;95,1.08
0.924;0.0101;0.5152;0.4747;0.0007;0.034;0.0313,40;30;65,0.828
1.02;0.0;0.5304;0.4696;0.0;0.0407;0.036,75;65;35,0.78
0.276;0.0;0.5042;0.4958;0.0;0.04;0.0393,90;110;120,0.744
0.072;0.0143;0.5;0.4857;0.0007;0.0233;0.0227,80;85;60,0.84
1.068;0.0526;0.4947;0.4526;0.0033;0.0313;0.0287,55;110;60,0.936
0.468;0.0137;0.4521;0.5342;0.0007;0.022;0.026,50;90;110,0.828
1.056;0.0495;0.4851;0.4653;0.0033;0.0327;0.0313,110;95;55,0.936
0.948;0.102;0.4592;0.4388;0.0067;0.03;0.0287,50;60;35,0.756
0.924;0.0;0.5063;0.4937;0.0;0.0267;0.026,30;105;30,0.912
0.96;0.036;0.5135;0.4505;0.0027;0.038;0.0333,95;40;120,0.804
1.068;0.1013;0.462;0.4367;0.0107;0.0487;0.046,65;80;60,0.756
0.708;0.013;0.5065;0.4805;0.0007;0.026;0.0247,65;60;75,0.84
0.636;0.0143;0.4571;0.5286;0.0007;0.0213;0.0247,115;55;95,0.972
1.14;0.0517;0.5;0.4483;0.004;0.0387;0.0347,115;80;105,0.876
0.636;0.0;0.5149;0.4851;0.0;0.0347;0.0327,55;35;50,0.756
0.348;0.0145;0.4638;0.5217;0.0007;0.0213;0.024,35;90;45,0.948
1.176;0.049;0.5196;0.4314;0.0033;0.0353;0.0293,120;70;75,0.972
0.6;0.0139;0.4861;0.5;0.0007;0.0233;0.024,110;100;90,0.816
0.912;0.0102;0.4898;0.5;0.0007;0.032;0.0327,45;75;80,0.888
0.636;0.0;0.4937;0.5063;0.0;0.026;0.0267,100;85;65,0.828
0.876;0.0282;0.493;0.4789;0.0013;0.0233;0.0227,50;65;65,0.972
0.78;0.025;0.4875;0.4875;0.0013;0.026;0.026,80;95;85,1.044
0.996;0.0649;0.4805;0.4545;0.0033;0.0247;0.0233,60;55;65,1.008
0.984;0.0506;0.4937;0.4557;0.0027;0.026;0.024,30;45;95,0.792
1.02;0.0326;0.5;0.4674;0.002;0.0307;0.0287,120;65;40,0.912
0.96;0.1057;0.4634;0.4309;0.0087;0.038;0.0353,115;80;95,0.804
0.96;0.0122;0.5;0.4878;0.0007;0.0273;0.0267,60;30;120,0.936
0.888;0.0278;0.5;0.4722;0.0013;0.024;0.0227,70;75;35,0.948
0.936;0.0;0.5;0.5;0.0;0.028;0.028,115;50;85,1.008
0.912;0.013;0.4935;0.4935;0.0007;0.0253;0.0253,40;100;110,0.96
0.684;0.0;0.5455;0.4545;0.0;0.036;0.03,95;65;50,0.804
1.044;0.0118;0.5059;0.4824;0.0007;0.0287;0.0273,50;55;70,0.912
1.08;0.0978;0.4891;0.413;0.006;0.03;0.0253,115;95;35,0.996
1.02;0.0222;0.5111;0.4667;0.0013;0.0307;0.028,45;90;65,0.876
1.032;0.093;0.4651;0.4419;0.0053;0.0267;0.0253,120;40;115,0.888
1.068;0.03;0.54;0.43;0.002;0.036;0.0287,70;115;55,0.828
0.6;0.0143;0.4857;0.5;0.0007;0.0227;0.0233,40;55;55,0.972
1.008;0.0449;0.5169;0.4382;0.0027;0.0307;0.026,115;105;50,0.96
0.72;0.013;0.4935;0.4935;0.0007;0.0253;0.0253,35;70;110,0.864
0.768;0.0;0.5176;0.4824;0.0;0.0293;0.0273,55;80;90,0.912
1.02;0.0227;0.5227;0.4545;0.0013;0.0307;0.0267,110;85;60,0.9
0.948;0.042;0.4874;0.4706;0.0033;0.0387;0.0373,70;85;75,0.816
0.984;0.0;0.4941;0.5059;0.0;0.028;0.0287,35;65;85,0.924
0.552;0.0519;0.5065;0.4416;0.0027;0.026;0.0227,65;70;95,0.804
0.984;0.038;0.4684;0.4937;0.002;0.0247;0.026,35;90;80,0.888
1.092;0.0957;0.4787;0.4255;0.006;0.03;0.0267,65;70;55,0.84
0.924;0.0;0.5;0.5;0.0;0.028;0.028,40;75;115,0.936
1.068;0.0519;0.4805;0.4675;0.0027;0.0247;0.024,50;50;95,0.924
